record_id,source_file,title,authors,year,journal,doi,final_include,resolution,audit_a_include,audit_b_include,metric_status,core_goal_status,artifact_status,exclusion_trigger_codes,final_reason_cn,confidence,fulltext_chars
25390,25390_2021_unveiling-the-hidden-truth-of-drug-addiction-a-social-media-approach-using-similarity-network-ba.md,Unveiling the Hidden Truth of Drug Addiction: A Social Media Approach Using Similarity Network-Based Deep Learning,Jiaheng Xie; Zhu Zhang; Xiao Liu; Daniel Zeng,2021,Journal of Management Information Systems,10.1080/07421222.2021.1870388,False,independent_agreement_exclude,False,False,human_semantic_judgment,objective_improvement_primary,algorithm_or_model_only,HUMAN_SEMANTIC_JUDGMENT | SUBJECTIVE_CONSTRUCT | ALGORITHM_MODEL_ONLY | NO_EXPLICIT_ARTIFACT_CLASS,第一，核心成功指标F1/extraction evaluation基于专家对文本语义类别（OUD治疗障碍短语）的人工标注，该构念依赖人的语义判断，不是可由明确操作规则或外部事实核验的客观事实标签；因此指标不满足完全客观要求。第二，虽然文章将提升F1作为主要目标，但由于指标本身不客观，不能通过核心目标门槛。第三，SINDEL虽然被称为‘information system/IT artifact’，但全文详细描述的是一个深度学习模型及其离线训练和性能比较，没有明确类别为可运行软件制品（如平台、应用、插件等），也没有在系统中作为组件实例化或运行；因此不满足软件制品三个证据要求。综合判断，本文章不符合IS资格审计中关于客观指标和软件制品的严格标准。,0.95,96899
25398,25398_2021_handling-the-efficiencypersonalization-trade-off-in-service-robotics-a-machine-learning-approach.md,Handling the Efficiency–Personalization Trade-Off in Service Robotics: A Machine-Learning Approach,Schahin Tofangchi; André Hanelt; David Marz; Lutz M. Kolbe,2021,Journal of Management Information Systems,10.1080/07421222.2021.1870391,False,independent_agreement_exclude,False,False,mixed_objective_subjective,theory_or_explanation_primary,implemented_artifact_component,MIXED_CORE_OUTCOMES | OBJECTIVE_METRIC_NOT_CORE | NO_OPERATIONAL_INSTANTIATION,文章确实设计了明确软件制品（面向 AV 决策的 ML 应用）并实际训练和评估了其中的能量效率预测模型和用户偏好估计模型；能量效率预测误差是客观指标，偏好估计误差也以配置日志为标签。然而，核心目标并非单纯提升一个完全客观指标：它以‘处理效率-个性化权衡’和‘将这一权衡引入 BDA 价值创造研究’作为核心贡献，偏好构念涉及个体体验/偏好，且额外的消费者支付意愿/价值研究依赖主观报告。同时，整体权衡模块并未在真实自动驾驶运行中实例化，作者明确说明只能在数学层面分析整体行为。因此不满足完全客观指标、客观目标为核心以及组件运行证据三项硬性条件。,0.82,106245
25407,25407_2021_designing-effective-mobile-health-apps-does-combining-behavior-change-techniques-really-create-s.md,Designing Effective Mobile Health Apps: Does Combining Behavior Change Techniques Really Create Synergies?,Kai Spohrer; Monica Fallon; Hartmut Hoehle; Armin Heinzl,2021,Journal of Management Information Systems,10.1080/07421222.2021.1912936,False,independent_agreement_exclude,False,False,fully_objective_direct,theory_or_explanation_primary,implemented_software_artifact,THEORY_OR_EXPLANATION_PRIMARY,文章开发并实际运行了mHealth原型，并采用训练完成次数和应用打开次数等完全客观的使用指标进行评价，满足客观指标和制品实例化要求。然而，文章的核心目标不是提升这些客观指标，而是通过explanatory design theorizing检验行为改变技术组合背后的理论机制，解释为什么保护动机与向上社会比较的联合会降低mHealth使用；其最终贡献是理论边界条件、设计知识和对‘组合技术产生协同效应’假设的质疑。客观指标仅作为检验理论假设的结果变量，属于理论驱动研究中的次要评价工具，而非文章要改善的最终目标。因此不满足‘客观指标提升是文章核心目标’这一必要条件。,0.95,105339
25440,25440_2021_fall-detection-with-wearable-sensors-a-hierarchical-attention-based-convolutional-neural-network.md,Fall Detection with Wearable Sensors: A Hierarchical Attention-based Convolutional Neural Network Approach,Shuo Yu; Yidong Chai; Hsinchun Chen; Randall A. Brown; Scott J. Sherman; Jay F. Nunamaker,2021,Journal of Management Information Systems,10.1080/07421222.2021.1990617,False,independent_agreement_exclude,False,False,objective_fixed_factual_labels,objective_improvement_primary,algorithm_or_model_only,ALGORITHM_MODEL_ONLY | NO_EXPLICIT_ARTIFACT_CLASS,文章以HACNN在公开跌倒数据集上的F1/precision/recall为核心目标指标，这些指标基于可外部核验的跌倒标签，属于客观固定事实标签；改进检测效果也确实是全文核心目标。然而，HACNN被设计和评价为一个离线深度学习模型，而不是被明确实例化在跌倒检测系统/软件制品中的功能组件；文中虽然使用“IT artifact”和“fall detection systems”等词，但实际运行证据仅是在数据集上训练和验证模型，真实部署只是未来设想。因此未满足软件制品三条门槛，严格排除。,0.88,87813
26551,26551_2024_contextual-targeting-in-mhealth-apps-harnessing-weather-information-and-message-framing-to-incre.md,Contextual Targeting in mHealth Apps: Harnessing Weather Information and Message Framing to Increase Physical Activity,Nakyung Kyung; Jason Chan; Sanghee Lim; Byungtae Lee,2024,Information Systems Research,10.1287/isre.2020.0119,False,adjudicated_exclude,True,False,fully_objective_direct,objective_improvement_primary,platform_only_context,NO_EXPLICIT_ARTIFACT_CLASS | NO_MATERIAL_ARTIFACT_CHANGE | PLATFORM_CONTEXT_ONLY,"该文满足完全客观指标（步数、10,000步完成率）和核心目标为客观指标提升的要求，但在软件制品条件上证据不足。作者设计的是消息框架文本（gain/loss/neutral），借助合作公司现成活动追踪app的推送通知和计步器发送和记录，未设计、构建、实质修改任何软件制品或软件组件；app仅为实验平台。因此不满足纳入所需的‘明确设计、构建或实质修改软件制品并实例化运行’条件，判定排除。",0.95,101304
27582,27582_2020_taming-complexity-in-search-matching-two-sided-recommender-systems-on-digital-platforms.md,Taming Complexity in Search Matching: Two-Sided Recommender Systems on Digital Platforms,Onkar Malgonde; He Zhang; Balaji Padmanabhan; Moez Limayem,2020,MIS Quarterly,10.25300/misq/2020/14424,False,independent_agreement_exclude,False,False,objective_fixed_factual_labels,objective_improvement_primary,algorithm_or_model_only,NO_EXPLICIT_ARTIFACT_CLASS | NO_MATERIAL_ARTIFACT_CHANGE | NO_OPERATIONAL_INSTANTIATION | ALGORITHM_MODEL_ONLY | SIMULATION_ONLY,该文核心目标是提出并评估一个两方推荐系统框架以驯服搜索匹配复杂性并提高代理适应度，适应度和 AIC 均为客观可审计的模拟输出，因此客观指标和核心目标 gate 通过。但制品 gate 不通过：全文没有界定并实际实现一个可运行的软件制品（如可部署的推荐系统、平台插件或交互系统），而是设计了一个带启发式推荐规则的代理模拟模型；该模型作为研究环境/仿真方法被运行，推荐算法没有被实例化为实际平台中的软件组件。因此不符合“通过设计、构建或实质修改某类软件制品并实际实例化”的必要条件。,0.93,148282
27636,27636_2025_mitigating-bias-in-hate-speech-detection-with-a-small-number-of-expert-annotations-a-prompt-base.md,Mitigating Bias in Hate Speech Detection With a Small Number of Expert Annotations: A Prompt-Based Learning Approach,Dongjun Wei; Michael Chau; Zhepeng (Lionel) Li,2025,MIS Quarterly,10.25300/misq/2025/18416,False,independent_agreement_exclude,False,False,objective_fixed_factual_labels,objective_improvement_primary,algorithm_or_model_only,ALGORITHM_MODEL_ONLY | NO_EXPLICIT_ARTIFACT_CLASS | NO_MATERIAL_ARTIFACT_CHANGE | NO_OPERATIONAL_INSTANTIATION,指标与核心目标可通过：仇恨/非仇恨采用专家标注作为既定事实标签，FPR/FNR/F1/ACC/SP 的计算客观可复核；全文以降低语言偏差、提升检测性能为最终目标并以此评价。但软件制品证据不足：全文实现并运行的是算法框架和模型组件（对比学习、提示学习、pair generator、verbalizer），作者使用 detection framework/method 等词，但未明确说明这是一个可运行的软件制品类别（如检测系统、应用、平台、插件）中的完整或实质性组件；也未提供任何面向用户的系统、接口、插件或部署环境中的实例化证据。现有数据集只是评价场景，平台未被实质改造。因此本审计不纳入。,0.92,156359
27642,27642_2025_the-fog-of-warnings-how-non-security-related-notifications-diminish-the-efficacy-of-security-war.md,The Fog of Warnings: How Non-Security-Related Notifications Diminish the Efficacy of Security Warnings,Anthony Vance; Dave Eargle; C. Brock Kirwan; Bonnie Brinton Anderson; Jeffrey L. Jenkins,2025,MIS Quarterly,10.25300/misq/2025/18531,False,independent_agreement_exclude,False,False,fully_objective_direct,theory_or_explanation_primary,algorithm_or_model_only,THEORY_OR_EXPLANATION_PRIMARY | NO_OPERATIONAL_INSTANTIATION,该文以解释和检验‘习惯化泛化’理论现象为核心，研究目标和贡献是理论解释、实证确证及为未来警告设计提供指导；警告忽视率和反应时间虽为完全客观的行为结果，但它们是用来验证理论假设的因变量，不是对某个被设计/构建的软件制品进行改进评估的核心指标。虽然研究确实构造了不同视觉外观和交互模式的警告刺激，但这些刺激仅在实验环境中作为刺激呈现，研究并未定义、构建并实例化一个可运行软件制品并以其为目标成果进行评价。因此不满足核心目标和软件制品实例化条件。,0.97,111664
28018,28018_2021_dynamic-multidimensional-and-skillset-specific-reputation-systems-for-online-work.md,"Dynamic, Multidimensional, and Skillset-Specific Reputation Systems for Online Work",Marios Kokkodis,2021,Information Systems Research,10.1287/isre.2020.0972,False,independent_agreement_exclude,False,False,subjective_construct_with_fixed_labels,objective_improvement_primary,algorithm_or_model_only,SUBJECTIVE_CONSTRUCT | HUMAN_SEMANTIC_JUDGMENT | ALGORITHM_MODEL_ONLY | NO_EXPLICIT_ARTIFACT_CLASS | NO_OPERATIONAL_INSTANTIATION | NO_MATERIAL_ARTIFACT_CHANGE,文章的核心指标是雇主对工人服务质量的评分，该构念本质上依赖人的主观感知和语义判断，不满足完全客观指标的要求。文章的核心贡献是提出并离线评估一个声誉计算框架（HMM-W2V），它由词嵌入、隐马尔可夫模型和聚合算法组成，但并未被实现或部署为可运行的软件制品或制品组件；因此七项门槛均不满足。,0.95,127882
28044,28044_2024_task-characteristics-and-incentives-in-collaborative-problem-solving-evidence-from-three-field-e.md,Task Characteristics and Incentives in Collaborative Problem Solving: Evidence from Three Field Experiments,Jayarajan Samuel; Zhiqiang (Eric) Zheng; Vijay Mookerjee,2024,Information Systems Research,10.1287/isre.2021.0118,False,independent_agreement_exclude,False,False,fully_objective_direct,objective_metric_secondary,implemented_software_artifact,OBJECTIVE_METRIC_NOT_CORE,该文核心目标是研究任务特征和激励对跨职能协作问题解决成功的影响，属于理论/实证研究；虽然使用并实现了HRTech Analytics推荐系统，并以工程师工时、案件周转时间等完全客观指标进行评价，但这些客观指标更多是用于测量协作流程、任务特征和激励的因果效应，而不是以设计/构建该软件制品并提升客观指标作为文章最终核心贡献。软件制品在实验三中确实被实例化运行，但它的角色是研究激励和推荐遵从的工具；文章贡献声明聚焦于协作机制和激励错位，而非推荐系统设计改进。因此客观指标提升不是核心目标。,0.84,100435
28089,28089_2025_predicting-instructor-performance-in-online-education-an-interpretable-hierarchical-transformer.md,Predicting Instructor Performance in Online Education: An Interpretable Hierarchical Transformer with Contextual Attention,Wen Wang; Mi Zhou; Beibei Li; Honglei Zhuang,2025,Information Systems Research,10.1287/isre.2021.0310,False,independent_agreement_exclude,False,False,subjective_or_self_report,objective_improvement_primary,algorithm_or_model_only,SUBJECTIVE_CONSTRUCT | ALGORITHM_MODEL_ONLY | NO_EXPLICIT_ARTIFACT_CLASS | NO_MATERIAL_ARTIFACT_CHANGE | NO_OPERATIONAL_INSTANTIATION,核心预测目标为 Coursera 学生给出的 instructor/course rating，这是学生对教学和课程质量的主观评价，不满足客观构念要求；MSE/MAE 只是对这一主观标签的预测误差。文章的核心贡献是提升这类主观评分的预测精度，而文章所实现的仅是一个深度学习模型，未明确作为某软件制品的组件被实例化或在平台中运行。因此不满足完全客观指标、核心目标和软件制品三个必要条件。,0.96,83070
28168,28168_2021_designing-personalized-treatment-plans-for-breast-cancer.md,Designing Personalized Treatment Plans for Breast Cancer,Wei Chen; Yixin Lu; Liangfei Qiu; Subodha Kumar,2021,Information Systems Research,10.1287/isre.2021.1002,False,independent_agreement_exclude,False,False,fully_objective_direct,objective_improvement_primary,algorithm_or_model_only,NO_EXPLICIT_ARTIFACT_CLASS | NO_MATERIAL_ARTIFACT_CHANGE | NO_OPERATIONAL_INSTANTIATION | ALGORITHM_MODEL_ONLY,该文的核心目标是通过预测模型和优化模型生成个性化放疗方案，降低平均辐射剂量和治疗成本，这些指标完全客观，且客观指标提升是主要贡献。但全文只提出并评价了一个由算法/模型构成的决策支持框架，并未明确构建或实现对某个软件制品（如临床决策支持系统、应用程序、平台等）的设计、修改和实例化。仿真实验中的算法运行不足以构成合格软件制品的运行证据。因此，虽然客观指标门槛全部通过，但软件制品三gate均不满足，应排除。,0.9,95374
28268,28268_2022_bidder-support-in-multi-item-multi-unit-continuous-combinatorial-auctions-a-unifying-theoretical.md,Bidder Support in Multi-item Multi-unit Continuous Combinatorial Auctions: A Unifying Theoretical Framework,Gediminas Adomavicius; Alok Gupta; Mochen Yang,2022,Information Systems Research,10.1287/isre.2021.1068,False,independent_agreement_exclude,False,False,fully_objective_direct,objective_metric_secondary,algorithm_or_model_only,OBJECTIVE_METRIC_NOT_CORE | NO_EXPLICIT_ARTIFACT_CLASS | NO_MATERIAL_ARTIFACT_CHANGE | NO_OPERATIONAL_INSTANTIATION | ALGORITHM_MODEL_ONLY,文章目标是从理论上求解并统一 MIMU 组合拍卖中的 bidder support 问题，贡献声明明确为‘求解问题/推导理论结果’；计算效率只作为算法实现后的性能基准出现。虽然运行时间等指标客观，但不是全文最终核心目标。同时，没有将研究定位为实现或实质修改某一可运行软件制品（如 bidder support 系统、平台模块或界面），只有 C 语言算法实现和模拟运行，属于算法/模型或计算设计，不满足软件制品实例化要求。,0.97,131132
28336,28336_2024_background-music-recommendation-on-short-video-sharing-platforms.md,Background Music Recommendation on Short Video Sharing Platforms,Jiawei Chen; Luo He; Hongyan Liu; Yinghui (Catherine) Yang; Xuan Bi,2024,Information Systems Research,10.1287/isre.2022.0093,False,independent_agreement_exclude,False,False,fully_objective_direct,objective_improvement_primary,algorithm_or_model_only,ALGORITHM_MODEL_ONLY | NO_OPERATIONAL_INSTANTIATION | NO_EXPLICIT_ARTIFACT_CLASS,该文以提升背景音乐推荐的 HR、NDCG、AL 为核心目标，这些指标均来自平台历史交互日志和点赞行为，是客观可观测的，核心目标也确为离线推荐性能提升。然而，全文提出的 DL-BGM 是一套深度学习算法/模型，仅在已收集的历史数据集上离线训练和测试，未明确构建或实质修改任何推荐系统、平台、插件等可运行软件制品，也未在真实推荐场景中实例化运行。即使作者使用 recommender system 一词，也不能替代制品证据。因此不满足软件制品必要条件，严格排除。,0.96,101439
28396,28396_2025_customer-acquisition-via-explainable-deep-reinforcement-learning.md,Customer Acquisition via Explainable Deep Reinforcement Learning,Yicheng Song; Wenbo Wang; Song Yao,2025,Information Systems Research,10.1287/isre.2022.0529,False,independent_agreement_exclude,False,False,fully_objective_direct,objective_improvement_primary,algorithm_or_model_only,ALGORITHM_MODEL_ONLY | NO_OPERATIONAL_INSTANTIATION | NO_EXPLICIT_ARTIFACT_CLASS,文章的贡献是一个DRQN-attention强化学习算法/模型，其核心目标确实是提升完全客观的长期收入/奖励指标，且评价基于离线历史数据上的off-policy评估，指标本身客观。但从软件制品三要素看，全文没有明确描述作者设计、构建或实质修改了某类可运行的软件制品：数字银行现有的customer acquisition system只作为数据来源和实验场景被提及，未被作者改造或实例化；DRQN-attention只是在数据上训练的RL模型，没有被部署到该系统或作为系统组件实际运行。作者在结论中也承认模型并未在on-policy环境中运行，运行是未来方向。因此属于算法/模型边界情形，不满足软件制品门槛，应排除。,0.92,101290
28459,28459_2023_could-gamification-designs-enhance-online-learning-through-personalization-lessons-from-a-field.md,Could Gamification Designs Enhance Online Learning Through Personalization? Lessons from a Field Experiment,Alvin Chung Man Leung; Radhika Santhanam; Ron Chi-Wai Kwok; Wei Thoo Yue,2023,Information Systems Research,10.1287/isre.2022.1123,False,adjudicated_exclude,False,True,fully_objective_direct,theory_or_explanation_primary,implemented_artifact_component,THEORY_OR_EXPLANATION_PRIMARY | OBJECTIVE_METRIC_NOT_CORE,本文在KEEP MOOC平台上实际实现并运行了游戏化绩效反馈组件（如排行榜、失败者榜、徽章等），并通过系统日志和客观测试测量SRL参与度、学习效率和学习成果，满足客观指标与制品实例化要求。然而，文章的核心研究问题、假设和贡献均围绕解释游戏化研究结果的不一致、验证目标导向与游戏化反馈的匹配理论，以及推进SRL理论，而非将提升某个客观结果指标作为最终目标。因此不满足“客观指标提升是文章核心目标”的必要条件，应排除。,0.92,116163
28510,28510_2023_personalized-ranking-at-a-mobile-app-distribution-platform.md,Personalized Ranking at a Mobile App Distribution Platform,Shengjun Mao; Sanjeev Dewan; Yi-Jen (Ian) Ho,2023,Information Systems Research,10.1287/isre.2022.1156,False,independent_agreement_exclude,False,False,fully_objective_direct,objective_improvement_primary,algorithm_or_model_only,NO_EXPLICIT_ARTIFACT_CLASS | NO_MATERIAL_ARTIFACT_CHANGE | NO_OPERATIONAL_INSTANTIATION | ALGORITHM_MODEL_ONLY,文章以提升平台预期收入这一完全客观结果为核心目标，收入由真实点击/安装日志和 CPA margins 计算，因此客观指标门槛通过。但文章只提出了个性化排序算法/框架和结构模型，并通过反事实政策实验进行评价；没有明确的软件制品类别，没有对真实平台进行实质改造，也没有把排序组件实例化或部署运行。作者明确承认未做随机现场实验，仅在未来实施建议中提到批量部署。因此软件制品三个门槛均不满足，strict_include 应为 false。,0.97,95833
28537,28537_2023_diversity-preference-aware-link-recommendation-for-online-social-networks.md,Diversity Preference-Aware Link Recommendation for Online Social Networks,Kexin Yin; Xiao Fang; Bintong Chen; Olivia R. Liu Sheng,2023,Information Systems Research,10.1287/isre.2022.1174,False,independent_agreement_exclude,False,False,fully_objective_direct,objective_improvement_primary,algorithm_or_model_only,NO_EXPLICIT_ARTIFACT_CLASS | ALGORITHM_MODEL_ONLY,指标维度通过：DPMS、precision、recall、F1 均基于可审计的好友计数和真实未来好友关系，不依赖人类主观评分；且提升这些指标是文章的核心目标。但制品维度不通过：全文提出并离线运行的是链接推荐算法/优化方法，没有被实例化为具体软件系统、应用、插件或平台组件，也没有实质修改任何在线系统；讨论中提到的可集成到链接推荐组件只是未来设想。因此不满足软件制品三证据，严格排除。,0.92,103004
28565,28565_2023_optional-verification-and-signaling-in-online-matching-markets-evidence-from-a-randomized-field.md,Optional Verification and Signaling in Online Matching Markets: Evidence from a Randomized Field Experiment,Lanfei Shi; Siva Viswanathan,2023,Information Systems Research,10.1287/isre.2022.1194,False,independent_agreement_exclude,False,False,fully_objective_direct,theory_or_explanation_primary,implemented_artifact_component,THEORY_OR_EXPLANATION_PRIMARY,客观指标层面：核心结果变量（验证选择、消息收发、匹配数、对象 popularity）均为平台行为日志或基于行为的客观计算，不依赖主观评分，因此三个指标门为真。制品层面：真实在线交友平台中新增了可选手机号验证功能（邀请、SMS 验证页、徽章展示），属于实际实例化的平台组件，因此制品门也为真。但核心目标门不满足：文章自我定位是检验 optional verification 作为 signaling 机制的理论/实证研究，研究问题与贡献集中在‘谁选择验证、为什么、对不同类型用户有何影响’，客观行为结果主要用于估计因果效应和验证理论预期，而不是把提升某个可测量结果作为最终设计目标或核心贡献。因此 strict_include 为 false。,0.8,102049
28578,28578_2026_toward-sustainable-electricity-markets-capacity-based-pricing-for-electric-vehicle-smart-chargin.md,Toward Sustainable Electricity Markets: Capacity-Based Pricing for Electric Vehicle Smart Charging,Konstantina Valogianni; Wolfgang Ketter; John Collins; Gediminas Adomavicius,2026,Information Systems Research,10.1287/isre.2023.0078,False,independent_agreement_exclude,False,False,fully_objective_direct,objective_improvement_primary,algorithm_or_model_only,NO_EXPLICIT_ARTIFACT_CLASS | NO_MATERIAL_ARTIFACT_CHANGE | NO_OPERATIONAL_INSTANTIATION | ALGORITHM_MODEL_ONLY | SIMULATION_ONLY,文章核心目标与评价指标均完全客观：RMSE、峰值、PAPR 和收入偏差都可从仿真充电行为直接计算，不依赖人类主观判断，且负荷再平衡和可再生能源匹配确实是最终设计目标。然而，所提出的容量定价方案和价格设定启发式本质上是数学规则/算法，只在多智能体仿真测试床中运行，没有被实例化为任何明确类别的软件制品或系统组件；没有真实系统、平台、工具、界面或部署证据。因此不满足软件制品三条证据门槛，strict_include=false。,0.88,152890
28582,28582_2026_mitigating-exposure-bias-for-recommendations-in-physical-spaces-an-unbiased-pairwise-ranking-app.md,Mitigating Exposure Bias for Recommendations in Physical Spaces: An Unbiased Pairwise Ranking Approach Using Spatial Movement,Jiangning He; Weikun Wu; Fan Zhang; Zhepeng (Lionel) Li,2026,Information Systems Research,10.1287/isre.2023.0100,False,independent_agreement_exclude,False,False,objective_fixed_factual_labels,objective_improvement_primary,algorithm_or_model_only,NO_EXPLICIT_ARTIFACT_CLASS | NO_MATERIAL_ARTIFACT_CHANGE | NO_OPERATIONAL_INSTANTIATION | ALGORITHM_MODEL_ONLY,客观指标门槛通过：核心指标是推荐准确性（Recall/DCG），基于实际访问日志这一外部可核验事实，不依赖主观感知；客观指标提升也是文章的核心目标。但软件制品门槛失败：文章仅提出并离线评估了一个推荐算法/模型（UMPR），没有明确构建、实例化或运行任何软件制品，也没有对现有软件制品进行实质修改；其推荐结果未来可由移动应用、数字屏幕、AI 机器人等交付，但这些系统并未被设计或实作。因此不满足 IS 文献资格。,0.97,138125
28598,28598_2025_probing-digital-footprints-and-reaching-for-inherent-preferences-a-cause-disentanglement-approac.md,Probing Digital Footprints and Reaching for Inherent Preferences: A Cause-Disentanglement Approach to Personalized Recommendations,Cong Wang; Yansong Shi; Xunhua Guo; Guoqing Chen,2025,Information Systems Research,10.1287/isre.2023.0181,False,independent_agreement_exclude,False,False,objective_fixed_factual_labels,objective_improvement_primary,algorithm_or_model_only,ALGORITHM_MODEL_ONLY | NO_EXPLICIT_ARTIFACT_CLASS | NO_MATERIAL_ARTIFACT_CHANGE | NO_OPERATIONAL_INSTANTIATION,本文的指标是客观的：购买、点击、加购等行为日志以及构造的干预购买标签均为可审计事实，不依赖主观感知或语义评价；提升这些指标也是文章的核心目标。但文章所设计并运行的对象是 DISC 推荐算法/模型，而非明确实例化的软件制品。全文没有提供将其作为某推荐系统或平台组件实际运行、嵌入或改造的证据，只进行了离线数据实验。因此不满足软件制品三重门槛，strict_include=false。,0.96,111638
28640,28640_2025_beyond-complements-and-substitutes-a-graph-neural-network-approach-for-collaborative-retail-sale.md,Beyond Complements and Substitutes: A Graph Neural Network Approach for Collaborative Retail Sales Forecasting,Jing Liu; Gang Wang; Huimin Zhao; Mingfeng Lu; Lihua Huang; Gang Chen,2025,Information Systems Research,10.1287/isre.2023.0773,False,independent_agreement_exclude,False,False,fully_objective_direct,objective_improvement_primary,algorithm_or_model_only,ALGORITHM_MODEL_ONLY | NO_EXPLICIT_ARTIFACT_CLASS | NO_MATERIAL_ARTIFACT_CHANGE | NO_OPERATIONAL_INSTANTIATION,该文的核心指标是零售销量预测的 MAE/RMSE，预测对象为真实交易销量，构念和测量均不依赖主观感知；提升预测精度也是全文的核心目标，评价和贡献均围绕该目标展开。因此客观指标与核心目标两个条件通过。但软件制品条件不满足：文章提出的是 GNN 深度学习预测方法和端到端架构 CL4RSF/MS2RSF，属于在数据集上离线训练和比较的预测模型，而非明确的信息系统、软件工具或可运行数字制品；没有对现有平台/系统的组件进行实质修改，也没有部署或嵌入实际系统的证据。根据算法/模型边界规则，仅离线训练和比较预测模型并讨论未来可集成到推荐、品类规划等系统，不足以构成合格软件制品。因此严格纳入为否。,0.95,131197
28654,28654_2024_motion-sensorbased-fall-prevention-for-senior-care-a-hidden-markov-model-with-generative-adversa.md,Motion Sensor–Based Fall Prevention for Senior Care: A Hidden Markov Model with Generative Adversarial Network Approach,Shuo Yu; Yidong Chai; Sagar Samtani; Hongyan Liu; Hsinchun Chen,2024,Information Systems Research,10.1287/isre.2023.1203,False,independent_agreement_exclude,False,False,objective_fixed_factual_labels,objective_improvement_primary,algorithm_or_model_only,NO_EXPLICIT_ARTIFACT_CLASS | NO_MATERIAL_ARTIFACT_CHANGE | NO_OPERATIONAL_INSTANTIATION | ALGORITHM_MODEL_ONLY,文章以提升完全客观的跌倒预防性能（AUC/F1/accuracy）为核心目标，指标构念和测量均不依赖主观感知，满足前四个门槛。然而，文章仅提出并离线训练/评估HMM-GAN模型和逻辑回归决策模块，没有构建或实质修改任何明确类别的可运行软件制品（如信息系统、应用、平台或交互系统），也没有提供任何实际实例化或运行证据。因此，软件制品门槛不满足，strct_include为false。,0.9,90491
28706,28706_2024_attending-to-customer-attention-a-novel-deep-learning-method-for-leveraging-multimodal-online-re.md,Attending to Customer Attention: A Novel Deep Learning Method for Leveraging Multimodal Online Reviews to Enhance Sales Prediction,Gang Chen; Lihua Huang; Shuaiyong Xiao; Chenghong Zhang; Huimin Zhao,2024,Information Systems Research,10.1287/isre.2021.0292,False,independent_agreement_exclude,False,False,fully_objective_direct,objective_improvement_primary,algorithm_or_model_only,NO_EXPLICIT_ARTIFACT_CLASS | ALGORITHM_MODEL_ONLY,本文的核心目标是以真实酒店月度入住率为预测目标，以RMSE/MAE衡量预测精度，该指标完全客观，且性能提升为文章的核心贡献，因此客观指标和核心目标两重门槛通过。然而，文章提出的DTV-AMI只是一个深度学习预测模型/算法，仅在历史评论数据集上离线训练和评估，没有被明确界定为信息系统、应用、平台、推荐系统等软件制品，也未作为某个软件制品的实际功能组件被实例化或运行。根据审计规则，通用的预测模型在数据集上离线训练并声称可帮助决策，不构成合格的软件制品。因此，不满足软件制品的三个必要条件，应排除。,0.96,116250
